text,class
"Wanneer 'n assembly gelaai word, onderneem die CLR 'n verskeidenheid toetse. Twee sulke toetse is geldigheidsversekering en kontrolering. Tydens die geldigheidsversekeringstoets maak die CLR seker dat die assembly geldige metadata en CIL bevat en maak seker dat die interne tabelle korrek is. Kontrole is nie so noukeurig nie. Die kontrolemeganisme gaan na om te sien of die kode enigiets doen wat onveilig is. Die algoritme wat gebruik word is nogal konserwatief en kan soms veroorsaak dat veilige kode afgekeur word. Onveilige kode sal slegs uitgevoer word as die assembly die skip verification toestemming gegee is, wat gewoonlik beteken dat die kode op 'n plaaslike masjien geïnstalleer is.
",afr
"Nach Aanaahm vo dr neue Verfassig im Juli 1830 isch de Franscini Mitgliid vom Grosse Rat und bald druf Schtaatssekretär worde. Vo da aa hät er fascht ununderbroche dr oberschte Schtaatsbhörde vo siim Kanton aaghört und hät sich bsunders dur d Hebig vom Underrichtswese und dur d Förderig vo dr Induschtrie und vom Handel verdient gmacht. Nach Aanaahm vo dr neue Bundesverfassig isch er am 16. November 1848 in Bundesrat gwählt worde und bi de folgende Wahlperiode bis zu siim Tod in dem Amt beschtätiget worde. Während siinere Amtsziit isch er em Departement vom Innere vorgschtande. 1850 hät er fascht im Elleigang di erschti Eidgenössischi Volchszellig organisiert.
",als
"D' Anna-Maria Ravnopolska-Dean (bulg.:Анна-Мария Равнополска-Дийн; * 3. Auschte 1960 z Sofia) isch en bulgarischi Komponisti und Harfinisti.
",als
"Mombach ist mit den Linien 60, 61, 62, 63, 76 und 78 der MVG direkt mit der Mainzer Innenstadt verbunden. Außerdem tangieren im Süden Mombachs die Mainzer Straßenbahnlinien 50 und 51 in Richtung Finthen bzw. Innenstadt mit den Haltestellen Zwerchallee/Phönixhalle und Turmstraße den Stadtteil. Eine Trasse durch den Ortskern (Hauptstraße) war in der Diskussion. Dieser Verkehrsträger ist im Ausbauplan der Hauptstraße bis 2017 nicht als Option vorgesehen.
",deu
"Waarsêers (sangomas) of mediums bepaal die wil van die geeste deur visioene, drome of ander maniere. Die mens en het die verantwoordelik om die geeste tevrede te hou, wat hulle dan beskerm of as hulle ongehoorsaam is of bloot net ongelukkig is, hulle straf.
",afr
"Im Alte Testament isch d Astarte vertüüflet wore und drum nochem Wort bōšeṯ „Schändlichkait“ as ˁAštōreṯ vokalisiert wore. De Plural ˁaštārôṯ isch as Kollektivwort för haidnischi Göttin bruucht wore. De König Salemo hett för si z Jerusalem e Tempel baut.
",als
"Deur die kern van die vesel groter te maak (byvoorbeeld 50 μm), word die kenmerke van die vesel verander. Die lig het nou etlike paaie of modusse waardeur dit kan voortplant. In multimodusvesel is die ligbron en ontvanger aansienlik goedkoper as enkelmodusvesel. Multimodusvesel se deurlatingsafstand is aansienlik korter (maksimum 2 km) as gevolg van modale dispersie (oftewel skifting, strooiing of pulsverbreding) wat glad nie by enkelmodusvesel voorkom nie.
",afr
"Die Breëbalk-sitarien (Nannocharax macropterus) is 'n varswater vis wat voorkom in die boonste gedeelte van die Zambezirivier en die Okavango- en Kafueriviere. Dit kom ook in die Kasairivier in die Kongorivierstelsel voor. In Engels staan die vis ook bekend as die Broadbar citharine.
",afr
"Mackene isch zem erschte Mol gnännt worre anne 1064, dr Ort isch aber scho im 8./9. Johrhundert entstande. Zwische nem 14. un em 18. Johrhundert isch s Dorf ufdeilt gsii: s Oberdorf het zum Gloschter St. Stefan z Stroßburg ghert, s Unterdorf zum Bischof vu Stroßburg. D alt Pfarrkich - hit numme no d Kapälle vum Gottsacker - isch romanisch (üs em 12. Johrhundert).
",als
"El número total de hogares en el distrito era de 245 977, y el 64.7% eran familias en la cual el 27.7 tenían menores de 18 años de edad viviendo con ellos. De todas las familias viviendo en el distrito, solamente el 54% eran matrimonios. Del total de hogares en el distrito, el 5.5 eran parejas que no estaban casadas, mientras que el 0.2% eran parejas del mismo sexo. El promedio de personas por hogar era de 2.37. [2]​
",spa
"Guyana liit zwüsche 2° und 8° nördligi Breiti und zwüsche 57° und 61° westligi Lengi. Dr diefst Punkt befindet sich an dr Atlantik-Küste, dr höchst isch dr Bärg Roraima-Tepui mit 2.810 m. An der Gränze zu Venezuela und Brasilie erhebt sich s Guayana-Gebirg, wo dr Staat von em dr Name übercho het. Dr Hauptfluss isch dr Essequibo, wo im Süde vom Land entspringt und im Norde in dr Atlantik mündet. Dr Nationalpark Potaro besticht mit siine Wasserfäll, u. a. die 225 m hoche Kaieteur-Fäll.
",als
"Anzil Kulsen is op Upington gebore en word dan in ’n enkelouer-gesin op Keimoes groot. Sy het ’n broer, Clinton. Haar laerskoolopleiding kry sy op De Aar, waarna sy by Oranjezicht Hoërskool op Keimoes matrikuleer. Na skool studeer sy vir twee jaar aan ’n B.Com.-graad op Noordwes-Universiteit, maar voltooi nie hierdie studies nie. Vir ’n jaar studeer sy dan Taalpraktyk by die Technikon van die Oranje-Vrystaat, waarna sy as kliëntediensbeampte en opleier by Perm Bank op Upington gaan werk. Sy verwerf ’n B.A.-graad aan die Universiteit van Suid-Afrika en skryf dan in vir ’n honneurs-graad in letterkunde. Sy sluit later by die ATKV aan as projekbestuurder, waar sy veral in die Noord-Kaap aktief is met die vestiging van leeskringe en om gemeenskappe aan te moedig om self te skryf. As deel van haar werk besoek sy afgeleë gemeenskappe om daar met mense oor boeke te gesels, terwyl sy ook kreatiewe skryfkursusse aanbied en spel- en narratiewe terapie doen. Sy is getroud met Heine, en hulle het twee kinders, ’n seun en ’n dogter. Hulle woon op Upington.
",afr
"Los matrimonios concertados son debatidos activamente entre los estudiosos. Las cuestiones debatidas incluyen si los matrimonios arreglados se están utilizando para abusar del sistema de inmigración internacional; si los matrimonios arreglados violan los derechos humanos, en particular los derechos de la mujer;[108]​ si se producen matrimonios más estables para la crianza de los hijos, la próxima generación;[109]​ y si hay más o menos amor y respeto en la relación para la pareja casada.[110]​
",spa
"D Analysis [aˈnalyzɪs] (noigriech. ανάλυσις análysis ‚Uflöösig‘, altgriech. ἀναλύειν analýein ‚uflööse‘) isch e Däilgebiet vo dr Mathematik. D Grundlaage si vom Gottfried Wilhelm Leibniz und vom Isaac Newton as Infinitesimalrächnig (Differenzialrächnig und Integralrächnig) unabhängig vonenander entwicklet worde. Die grundlegendi Analysis befasst sich mit Gränzwärt vo Folge und Räije und mit Funkzioone vo reelle Zaale und deren iiri Stetikäit, Differenzierbarkäit und Integrazioon. D Methode vo dr Analysis si in alle Natur- und Ääscheniöörwüsseschafte vo groosser Bedütig.
",als
"Van die eienskappe van heilige dwase is om halfkaal rond te loop, dakloos te wees, in raaisels te praat, ander te laat glo hulle is heldersiende en ’n profeet, en soms so ontwrigtend te wees dat hulle immoreel voorkom (maar altyd om ’n stelling te maak).
",afr
"Em Jitro, im Moses si Schwiigervater, het me au Reuel gsait, so in 2. Mose 2:18; 4. Mose 10:29). Es isch vorgschlage worde, ass Reuel dr Eigename gsi siig, und ""Jitro"" oder ""Jethro"" dr offiziell Titel.
",als
"Esta obra contiene una traducción parcial derivada de Manfredo IV di Saluzzo de Wikipedia en italiano, concretamente de esta versión, publicada por sus editores bajo la Licencia de documentación libre de GNU y la Licencia Creative Commons Atribución-CompartirIgual 3.0 Unported.
",spa
"Pogings om die toestand tussen die buitelanders en die regering die hoof te bied, word tot niet gemaak deur die Jameson-inval teen die einde van 1895. Die leiers van die Britse saak, veral Cecil John Rhodes, Joseph Chamberlain en lord Alfred Milner, het daarop aangedring dat die Buitelanders stemreg moet kry, maar Kruger het geweier aangesien hulle die burgers in getalle oortref het.
",afr
"Àm 2. Mai 1525 un zwìscha da 9. un 15. Septamber 1525 sìn Büüra z'Rìxa un z'Hàbsa zammakumma, fer ìm Büürakriag mìtz'màcha. A großa Gmälda (vum Moler Christian Geiger) kààt ma hìttzutàg uf'ra Hüsswànd z'Rìxa bschàuia.
",als
"Stephanus Johannes Paulus Kruger (plaas Bulhoek, distrik Steynsburg, 10 Oktober 1825 – 14 Julie 1904, Clarens, Switserland), ook bekend as ""Oom Paul"", is gebore in die Kaapkolonie uit 'n familie van Pruisiese afkoms. Hy was 'n prominente Boere weerstandsleier teen die Britse bewind en het later, op 30 Desember 1883, die laaste president van die Zuid-Afrikaansche Republiek geword. Hy is vier keer tot president verkies, die laaste keer in 1898. Sy volgehoue pogings om die Oranje-Vrystaat en ZAR te verenig, het misluk. Tydens die daaropvolgende burgeroorlog het hy Van Rensburg gesteun en Potchefstroom verower. Na die mislukking van president Burgers se uiters ambisieuse program, word hy een van die steunpilare van die nasionale weerstand teen die Britse anneksasie.
",afr
"Dr Alexander Zschokke isch bekannt worde für siini Bildnisplaschdike, wo antiki Modi variiert hai. Drzue ghört ä Reihe vo Bortretchöpf us de Drissiger Johr vo expressionischtische Moler, u.a. vom Paul Klee, Erich Heckel und Christian Rohlfs. Ä ganze Zyklus vo Chopfstudie isch em Dichter Stefan George gwidmet, wo dr Zschokke verehrt het. Er het 1965 s Dänkmol für ä Albert Schweitzer z Schaffhuuse gmacht.
",als
"La Orden del Bitardo es presidida por el Grand Maistre (Gran Maestre). Está formada de una parte por dignatarios como los Commandeurs (Comendadores) y Chevaliers (Caballeros), y de otra parte por los novices (novicios) y las chabousses. Los estudiantes ingresan a la Orden del Bitardo como novicios. Luego de que ha demostrado que es digno de confianza, se dice que el estudiante se encuentra capacitado para ser un dignatario.
",spa
"Sy was getroud met Erich Honecker, voormalige leier van die DDR. Ná die vreedsame politieke omwenteling in die DDR in 1989 het die Honeckers aanvanklik in 1991 na Moskou gevlug, was egter genoodsaak om na Duitsland terug te keer nadat Erich Honecker weens die skietbevel langs die Berlynse Muur en die grens tussen Oos- en Wes-Duitsland aangekla is. Die hofsaak is later gestaak.
",afr
"D Baanschtreggi Leopoldshöchi–St. Ludwig isch am vo dè Baddischè Staatsbaan als Strategischi Baan für d Umgehig vo dè Schweiz erschtellt worrè. Schu am 11. Februar 1878 isch è Baanlinniè zwǜschè Weil un St. Ludwig eröffnet worrè, dõdemit isch s Elsaß, wo im dütsch-französischè Chrièg vom Dütsche Rych erobert worrè isch, auch ganz im Südè vokeersmäßig mit èm Rych vobundè worrè. D Palmrainbaan isch mit dè Gartèbaan vu Weil witer gu Lerrach gfüürt worrè un dõdemit gu Oschtè a s südbaddischè Ysèbaanetz am Hochrhy aghängt worrè. D Palmrainbaan hèt dè Obberrhy übber diè aalt Palmrainbrugg bassyrt. D Palmrain- un d Gartèbaan sin 1890 mit ère Ketti vo strategischè Baanlinniè durch Südbaddè un Obberschwòbè mit dè Bundesfeschtung z Ulm vobundè worrè.
",als
"Bryant trabajó en A Train of Incidents (1914) y en War Brides (1916), filme que significó el debut de su esposa, Alla Nazimova. Aunque era homosexual, Bryant se había casado con ella en 1912. Fue un matrimonio de conveniencia, pues ella era lesbiana. Bryant y Nazimova firmaron un contrato con Metro Pictures en 1918 y trabajaron juntos en varios filmes, entre ellos Revelation, Out of the Fog, y Billions. En 1918, Nazimova fundó Nazimova Productions, compañía para la cual Bryant empezó a dirigir. La pareja produjo en 1923 una adaptación al cine de la obra de Oscar Wilde Salomé. Sin embargo, la asociación de Byrant con Nazimova tuvo poca duración, pues Salomé fue un fracaso de público y Nazimova Productions quebró. Bryant no volvió a trabajar en el cine, por lo que volvió a Broadway. Poco después de dejar Hollywood, Bryant y Nazimova se divorciaron, aparentemente debido a que su unión de conveniencia ya no era necesaria.
",spa
"Die vis is 'n alleenloper, geheimsinnig en mak. Hulle leef in kusrotsriwwe asook aflandige riwwe in water wat van 1 tot 40 m diep is. Die bontpaling vreet skaaldiere en ander klein rifdiertjies.
",afr
"Modjadji Hoofkraal is 'n nedersetting oos van Duiwelskloof, in die Limpopoprovinsie, Suid-Afrika. Dit val onder die beheer van die Groter Letaba Plaaslike Munisipaliteit wat onder die Mopani-distriksmunisipaliteit ressorteer.
",afr
"Schon bald nach Einführung der Reformation entstand in Angerburg im Jahre 1528 eine evangelische Kirchengemeinde mit einem dazugehörigen weitflächigen Kirchspiel. Hier taten bis 1945 zwei Geistliche ihren Dienst, zu Beginn des 20. Jahrhunderts um einen Hilfsprediger verstärkt. Bis 1726 gehörte die Angerburger Kirchengemeinde zur Inspektion Rastenburg (polnisch Kętrzyn). Dann wurde Angerburg selber bis 1945 Sitz und Namensgeber für einen Kirchenkreis in der Kirchenprovinz Ostpreußen der Kirche der Altpreußischen Union. Im Jahre 1925 zählte die Kirchengemeinde insgesamt etwa 10.000 Gemeindeglieder, von denen zwei Drittel im Stadtgebiet lebten. Die kriegsbedingte Flucht und Vertreibung der einheimischen Bevölkerung ließ nach 1945 das evangelisch-kirchliche Leben in der jetzt Węgorzewo genannten Stadt zum Erliegen kommen. Polnische Katholiken ließen sich danach hier nieder und ließen das kirchliche Leben wieder aufleben. Heute gibt es drei Römisch-katholische und eine Griechisch-katholische Kirchen in Węgorzewo. Sie sind Teil des Dekanats Węgorzewo im Bistum Ełk (Lyck) bzw. der Erzeparchie Przemyśl-Warschau. Das griechisch-katholische Gotteshaus, die einstige Kreuzkirche und Bethesda-Anstaltskirche, steht den evangelischen Kirchengliedern zur gottesdienstlichen Mitbenutzung offen. Sie gehören zur Pfarrei in Giżycko (Lötzen) in der Diözese Masuren der Evangelisch-Augsburgischen Kirche in Polen.
",deu
"Sekuriteit - Die ontwerp is bedoel om sommige van die kwesbaarhede aan te spreek soos onder andere bufferoorloop, wat al voorheen uitgebuit is deur kwaadwillige sagteware. Verder verskaf .NET 'n gemene sekuriteitsmodel vir alle toepassings.
",afr
"Olga Girja wurde Erste beim internationalen Turnier 2005 in Salechard, sie gewann alle 9 Partien. Dieses Ergebnis (9 Punkte aus 9 Partien) wiederholte sie im Jahr 2007 bei der Meisterschaft der Mädchen U16 in Russland. 2009 gewann Girja die Europäischen Jugendmeisterschaft in Fermo und die Jugendweltmeisterschaft in Kemer jeweils in der Altersklasse U18 weiblich. Weitere Spitzenplatzierungen bei Jugendwelt- und -europameisterschaften erreichte sie mit zweiten Plätzen bei der Jugendeuropameisterschaft U18 weiblich in Herceg Novi 2008, bei der Jugendweltmeisterschaft U16 weiblich in Kemer 2007 sowie bei den Juniorenweltmeisterschaften U20 weiblich in Chotowa 2010 und Madras 2011 und einem dritten Platz in der Weltmeisterschaft U18 weiblich in Vung Tau 2008.
",deu
"Dr Kànton Pange ìsch e Kànton ìm Arrondissement Metz-Campagne ìm frànzesche Département Moselle ìn dr Region Lothrìnge. Zem Kànton ghere zwei Gmeine. Dr Höiptort ìsch Rombas.
",als
"Besonderheiten der Briefmarke selbst Bei den einzelnen Briefmarken wird vor allem auf Besonderheiten des Papiers geachtet. So gibt es zahlreiche Arten von Briefmarkenpapieren wie Faserpapier, Kreidepapier und Japanpapier; des Weiteren Briefmarkenpapier mit Sicherheitsmerkmalen wie Wasserzeichen, Lackstreifen, Fluoreszenz, Phosphoreszenz oder Hologrammen. Ferner kommt es vor, dass Briefmarken in verschiedenen Druckverfahren hergestellt werden, oder dass beim Druck Fehler wie beispielsweise Plattenfehler oder sonstige Abarten entstehen.
",deu
"Beim Motivsammeln bzw. thematischen Sammeln sammelt man Briefmarken aus aller Welt mit einem bestimmten Motive bzw. Themen, wie z. B. Sport oder Komponisten; dadurch unterscheidet es sich von der klassischen Philatelie. Der Vorwurf mancher klassischer Philatelisten, beim Motivsammeln handle es sich nur um ein Anhäufen von Briefmarken, ist mit nichts zu begründen. Motivsammler versuchen genau so ernsthaft, möglichst viele Marken und Sätze ihres Sammelgebiets zu erhalten und zu dokumentieren. Sehr viele Philatelisten sammeln neben ihrem klassischen Thema noch ein oder mehrere Motivgebiete.
",deu
